snippet,Nummer,Rechtswert,Hochwert,Tiefe [m],layer
,1439,443702.212,5935503.078,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1440,443589.961,5935675.025,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1441,443082.558,5936757.099,1.3,Stoerkoerper Magnetik Nord Restflaeche
,1442,443271.969,5936200.739,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1443,443189.411,5936381.177,1.7,Stoerkoerper Magnetik Nord Restflaeche
,1444,443000.266,5936968.025,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1445,442981.283,5937031.385,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1446,443549.462,5935736.593,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1447,443800.746,5935287.658,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1448,443101.891,5936685.338,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1449,443651.086,5935587.067,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1450,442986.095,5937069.965,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1451,443097.076,5936708.989,6.5,Stoerkoerper Magnetik Nord Restflaeche
,1452,443161.18,5936469.44,2.2,Stoerkoerper Magnetik Nord Restflaeche
,1453,443556.92,5935724.957,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1454,443762.562,5935271.372,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1455,443001.257,5937017.199,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1456,443070.689,5936784.334,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1457,443622.133,5935619.405,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1458,443325.315,5936118.472,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1459,443074.295,5936768.245,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1460,443064.165,5936794.659,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1461,443578.733,5935693.204,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1462,443204.251,5936359.905,2.1,Stoerkoerper Magnetik Nord Restflaeche
,1463,443298.022,5936147.441,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1464,443000.638,5936969.87,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1465,443250.557,5936236.685,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1466,443617.677,5935627.056,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1467,443074.493,5936768.143,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1468,443102.373,5936692.23,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1469,443580.528,5935701.23,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1470,443553.963,5935732.59,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1471,443269.255,5936207.769,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1472,443055.492,5936825.854,2,Stoerkoerper Magnetik Nord Restflaeche
,1473,443707.121,5935249.944,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1474,443730.432,5935255.612,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1475,443750.414,5935265.103,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1476,443770.207,5935271.18,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1477,443802.51,5935288.837,0.7,Stoerkoerper Magnetik Nord Restflaeche
,1478,443802.926,5935290.231,0.9,Stoerkoerper Magnetik Nord Restflaeche
,1479,443815.555,5935305.425,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1480,443823.501,5935309.428,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1481,443818.482,5935286.945,9.7,Stoerkoerper Magnetik Nord Restflaeche
,1482,443817.111,5935285.162,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1483,443805.563,5935276.704,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1484,443807.254,5935275.984,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1485,443778.907,5935362.998,1.2,Stoerkoerper Magnetik Nord Restflaeche
,1486,443775.863,5935367.533,1.4,Stoerkoerper Magnetik Nord Restflaeche
,1487,443776.078,5935368.83,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1488,443783.552,5935366.841,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1489,443765.044,5935399.004,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1490,443737.029,5935430.381,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1491,443709.265,5935474.352,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1492,443706.545,5935480.882,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1493,443697.068,5935495.092,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1494,443674.281,5935533.054,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1495,443640.301,5935592.195,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1496,443642.189,5935595.421,0.2,Stoerkoerper Magnetik Nord Restflaeche
,1497,443637.043,5935595.633,0.8,Stoerkoerper Magnetik Nord Restflaeche
,1498,443638.803,5935596.512,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1499,443634.56,5935596.912,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1500,443638.561,5935599.054,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1501,443640.029,5935598.646,0,Stoerkoerper Magnetik Nord Restflaeche
,1502,443640.928,5935602.734,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1503,443639.649,5935604.499,1,Stoerkoerper Magnetik Nord Restflaeche
,1504,443641.098,5935604.432,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1505,443641.012,5935605.582,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1506,443641.83,5935602.973,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1507,443643.268,5935601.956,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1508,443628.9,5935625.122,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1509,443394.189,5936013.876,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1510,443119.989,5936635.735,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1511,443105.615,5936658.351,0.3,Stoerkoerper Magnetik Nord Restflaeche
,1512,442999.862,5936971.829,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1513,443007.282,5936981.987,1.8,Stoerkoerper Magnetik Nord Restflaeche
,1514,442980.596,5937094.874,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1515,442976.024,5937092.93,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1516,442977.243,5937094.565,0.5,Stoerkoerper Magnetik Nord Restflaeche
,1517,442975.895,5937094.731,0.6,Stoerkoerper Magnetik Nord Restflaeche
,1518,442973.039,5937094.115,1.1,Stoerkoerper Magnetik Nord Restflaeche
,1519,442974.44,5937090.1,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1520,442969.831,5937076.759,0.4,Stoerkoerper Magnetik Nord Restflaeche
,1521,442980.747,5937070.03,0.9,Stoerkoerper Magnetik Nord Restflaeche
,480,443718.174,5935142.428,0.8,Stoerkoerper Magnetik Sued 1
,481,443731.68,5935105.477,0.5,Stoerkoerper Magnetik Sued 1
,482,443719.363,5935066.036,0.5,Stoerkoerper Magnetik Sued 1
,483,443778.809,5935205.587,0.6,Stoerkoerper Magnetik Sued 1
,484,443742.088,5935156.738,0.5,Stoerkoerper Magnetik Sued 1
,485,443723.331,5935185.104,0.7,Stoerkoerper Magnetik Sued 1
,486,443715.327,5935142.611,0.4,Stoerkoerper Magnetik Sued 1
,487,443784.279,5935211.62,0.3,Stoerkoerper Magnetik Sued 1
,488,443733.638,5935097.856,0.2,Stoerkoerper Magnetik Sued 1
,489,443704.833,5935037.917,0.7,Stoerkoerper Magnetik Sued 1
,490,443749.16,5935213.338,0.8,Stoerkoerper Magnetik Sued 1
,491,443724.713,5935204.632,0.4,Stoerkoerper Magnetik Sued 1
,492,443744.172,5935126.073,0.2,Stoerkoerper Magnetik Sued 1
,493,443726.767,5935062.298,0.3,Stoerkoerper Magnetik Sued 1
,494,443724.005,5935057.033,0.3,Stoerkoerper Magnetik Sued 1
,495,443698.599,5935173.402,0.4,Stoerkoerper Magnetik Sued 1
,496,443719.332,5935189.3,0.6,Stoerkoerper Magnetik Sued 1
,497,443746.672,5935147.187,0.4,Stoerkoerper Magnetik Sued 1
,498,443717.386,5935101.449,1,Stoerkoerper Magnetik Sued 1
,499,443748.619,5935125.97,0.3,Stoerkoerper Magnetik Sued 1
,500,443761.076,5935223.393,0.7,Stoerkoerper Magnetik Sued 1
,501,443781.187,5935216.355,0.3,Stoerkoerper Magnetik Sued 1
,502,443819.786,5935234.04,0.3,Stoerkoerper Magnetik Sued 1
,503,443736.41,5935171.052,0.6,Stoerkoerper Magnetik Sued 1
,504,443731.956,5935074.083,0.2,Stoerkoerper Magnetik Sued 1
,505,443710.922,5935137.865,2.4,Stoerkoerper Magnetik Sued 1
,506,443786.884,5935216.287,0.3,Stoerkoerper Magnetik Sued 1
,507,443735.887,5935206.898,0.4,Stoerkoerper Magnetik Sued 1
,508,443707.586,5935147.352,0.5,Stoerkoerper Magnetik Sued 1
,509,443722.632,5935055.05,0.4,Stoerkoerper Magnetik Sued 1
,510,443780.796,5935217.16,0.3,Stoerkoerper Magnetik Sued 1
,511,443695.243,5935189.637,0.8,Stoerkoerper Magnetik Sued 1
,512,443734.318,5935058.41,0.3,Stoerkoerper Magnetik Sued 1
,513,443718.011,5935082.597,0.7,Stoerkoerper Magnetik Sued 1
,514,443720.702,5935102.859,1.4,Stoerkoerper Magnetik Sued 1
,515,443720.025,5935188.742,0.9,Stoerkoerper Magnetik Sued 1
,516,443711.88,5935071.473,0.9,Stoerkoerper Magnetik Sued 1
,517,443768.681,5935194.611,0.6,Stoerkoerper Magnetik Sued 1
,518,443722.226,5935180.468,0.4,Stoerkoerper Magnetik Sued 1
,519,443713.367,5935066.207,1.1,Stoerkoerper Magnetik Sued 1
,520,443757.067,5935218.342,0.6,Stoerkoerper Magnetik Sued 1
,521,443711.906,5935048.43,0.4,Stoerkoerper Magnetik Sued 1
,522,443742.071,5935134.345,0.5,Stoerkoerper Magnetik Sued 1
,523,443705.34,5935046.958,1.2,Stoerkoerper Magnetik Sued 1
,524,443728.158,5935204.241,0.5,Stoerkoerper Magnetik Sued 1
,525,443713.547,5935089.698,1.1,Stoerkoerper Magnetik Sued 1
,526,443724.475,5935050.329,0.5,Stoerkoerper Magnetik Sued 1
,527,443759.445,5935191.322,0.9,Stoerkoerper Magnetik Sued 1
,528,443723.417,5935179.754,0.4,Stoerkoerper Magnetik Sued 1
,529,443750.953,5935137.239,0.4,Stoerkoerper Magnetik Sued 1
,530,443764.876,5935185.659,2.2,Stoerkoerper Magnetik Sued 1
,531,443707.689,5935072.073,0.8,Stoerkoerper Magnetik Sued 1
,532,443740.948,5935069.427,0.2,Stoerkoerper Magnetik Sued 1
,533,443710.498,5935051.945,0.5,Stoerkoerper Magnetik Sued 1
,534,443770.462,5935205.636,0.5,Stoerkoerper Magnetik Sued 1
,535,443812.172,5935224.284,0.2,Stoerkoerper Magnetik Sued 1
,536,443767.591,5935203.821,0.2,Stoerkoerper Magnetik Sued 1
,537,443721.214,5935049.318,0.4,Stoerkoerper Magnetik Sued 1
,538,443708.039,5935042.727,1.3,Stoerkoerper Magnetik Sued 1
,539,443752.001,5935176.921,0.4,Stoerkoerper Magnetik Sued 1
,540,443761.069,5935193.402,1,Stoerkoerper Magnetik Sued 1
,541,443688.709,5935169.821,0.4,Stoerkoerper Magnetik Sued 1
,542,443781.775,5935215.399,0.4,Stoerkoerper Magnetik Sued 1
,543,443727.476,5935050.493,0.4,Stoerkoerper Magnetik Sued 1
,544,443722.629,5935071.645,0.3,Stoerkoerper Magnetik Sued 1
,545,443721.163,5935053.468,0.4,Stoerkoerper Magnetik Sued 1
,546,443725.221,5935196.878,0.5,Stoerkoerper Magnetik Sued 1
,547,443735.269,5935215.527,0.3,Stoerkoerper Magnetik Sued 1
,548,443721.174,5935087.908,1.1,Stoerkoerper Magnetik Sued 1
,549,443719.729,5935142.909,0.8,Stoerkoerper Magnetik Sued 1
,550,443716.846,5935190.379,0.2,Stoerkoerper Magnetik Sued 1
,551,443710.961,5935065.586,0.2,Stoerkoerper Magnetik Sued 1
,552,443708.951,5935144.437,0.5,Stoerkoerper Magnetik Sued 1
,553,443703.917,5935162.492,0.3,Stoerkoerper Magnetik Sued 1
,554,443720.65,5935064.971,0.3,Stoerkoerper Magnetik Sued 1
,555,443724.699,5935102.761,1.1,Stoerkoerper Magnetik Sued 1
,556,443737.158,5935070.172,0.4,Stoerkoerper Magnetik Sued 1
,557,443709.623,5935192.465,0.5,Stoerkoerper Magnetik Sued 1
,558,443709.221,5935041.264,0.9,Stoerkoerper Magnetik Sued 1
,559,443708.547,5935051.769,0.7,Stoerkoerper Magnetik Sued 1
,560,443710.593,5935118.625,0.3,Stoerkoerper Magnetik Sued 1
,561,443719.082,5935126.371,0.6,Stoerkoerper Magnetik Sued 1
,562,443737.137,5935215.33,0.6,Stoerkoerper Magnetik Sued 1
,563,443748.717,5935130.017,0.6,Stoerkoerper Magnetik Sued 1
,564,443729.819,5935205.221,0.3,Stoerkoerper Magnetik Sued 1
,565,443700.91,5935145.032,1.2,Stoerkoerper Magnetik Sued 1
,566,443727.493,5935089.682,0.6,Stoerkoerper Magnetik Sued 1
,567,443702.791,5935042.74,0.1,Stoerkoerper Magnetik Sued 1
,568,443712.582,5935105.205,1.4,Stoerkoerper Magnetik Sued 1
,569,443717.956,5935077.999,0.3,Stoerkoerper Magnetik Sued 1
,570,443777.521,5935210.751,0.2,Stoerkoerper Magnetik Sued 1
,571,443702.164,5935162.163,0.9,Stoerkoerper Magnetik Sued 1
,572,443744.918,5935129.963,0.6,Stoerkoerper Magnetik Sued 1
,573,443735.042,5935198.91,0.5,Stoerkoerper Magnetik Sued 1
,574,443710.291,5935122.677,0.6,Stoerkoerper Magnetik Sued 1
,575,443739.27,5935117.433,0.3,Stoerkoerper Magnetik Sued 1
,576,443703.139,5935147.555,0.9,Stoerkoerper Magnetik Sued 1
,577,443796.866,5935227.565,0.4,Stoerkoerper Magnetik Sued 1
,578,443745.781,5935198.282,0.5,Stoerkoerper Magnetik Sued 1
,579,443761.482,5935202.894,0.3,Stoerkoerper Magnetik Sued 1
,580,443721.813,5935074.454,0.9,Stoerkoerper Magnetik Sued 1
,581,443770.197,5935225.384,0.9,Stoerkoerper Magnetik Sued 1
,582,443771.983,5935203.269,0.9,Stoerkoerper Magnetik Sued 1
,583,443717.042,5935139.692,0.1,Stoerkoerper Magnetik Sued 1
,584,443745.46,5935099.915,0.3,Stoerkoerper Magnetik Sued 1
,585,443719.734,5935092.923,0.6,Stoerkoerper Magnetik Sued 1
,586,443737.457,5935141.498,0.4,Stoerkoerper Magnetik Sued 1
,587,443785.709,5935226.748,0.4,Stoerkoerper Magnetik Sued 1
,588,443724.727,5935067.321,0.4,Stoerkoerper Magnetik Sued 1
,589,443765.405,5935192.3,0.3,Stoerkoerper Magnetik Sued 1
,590,443687.975,5935183.725,0.3,Stoerkoerper Magnetik Sued 1
,591,443719.066,5935108.177,0.4,Stoerkoerper Magnetik Sued 1
,592,443753.743,5935182.642,0.4,Stoerkoerper Magnetik Sued 1
,593,443738.705,5935065.805,0.7,Stoerkoerper Magnetik Sued 1
,594,443726.035,5935059.608,0.4,Stoerkoerper Magnetik Sued 1
,595,443737.927,5935055.068,0.3,Stoerkoerper Magnetik Sued 1
,596,443714.422,5935133.775,0.6,Stoerkoerper Magnetik Sued 1
,597,443713.132,5935109.397,1,Stoerkoerper Magnetik Sued 1
,598,443725.306,5935061.316,0.3,Stoerkoerper Magnetik Sued 1
,599,443738.247,5935136.49,0.3,Stoerkoerper Magnetik Sued 1
,600,443725.775,5935050.364,0.4,Stoerkoerper Magnetik Sued 1
,601,443749.806,5935099.713,0.3,Stoerkoerper Magnetik Sued 1
,602,443749.008,5935175.401,0.7,Stoerkoerper Magnetik Sued 1
,603,443716.062,5935049.08,0.4,Stoerkoerper Magnetik Sued 1
,604,443724.134,5935080.425,0.7,Stoerkoerper Magnetik Sued 1
,605,443714.619,5935095.783,1.1,Stoerkoerper Magnetik Sued 1
,606,443719.452,5935211.942,0.9,Stoerkoerper Magnetik Sued 1
,607,443707.17,5935053.734,0.3,Stoerkoerper Magnetik Sued 1
,608,443746.995,5935144.883,0.2,Stoerkoerper Magnetik Sued 1
,609,443705.093,5935051.36,0.6,Stoerkoerper Magnetik Sued 1
,610,443714.252,5935211.804,0.8,Stoerkoerper Magnetik Sued 1
,611,443709.478,5935071.202,0.5,Stoerkoerper Magnetik Sued 1
,612,443704.85,5935060.36,0.4,Stoerkoerper Magnetik Sued 1
,613,443734.304,5935174.676,0.6,Stoerkoerper Magnetik Sued 1
,614,443733.786,5935143.791,0.5,Stoerkoerper Magnetik Sued 1
,615,443723.87,5935054.085,0.4,Stoerkoerper Magnetik Sued 1
,616,443712.539,5935114.203,0.5,Stoerkoerper Magnetik Sued 1
,617,443714.368,5935041.152,0.2,Stoerkoerper Magnetik Sued 1
,618,443706.527,5935188.553,0.4,Stoerkoerper Magnetik Sued 1
,619,443788.496,5935217.318,0.3,Stoerkoerper Magnetik Sued 1
,620,443809.466,5935227.915,0.1,Stoerkoerper Magnetik Sued 1
,621,443713.224,5935058.411,0.3,Stoerkoerper Magnetik Sued 1
,622,443707.205,5935056.633,0.8,Stoerkoerper Magnetik Sued 1
,623,443760.567,5935180.611,0.4,Stoerkoerper Magnetik Sued 1
,624,443748.246,5935207.95,0.3,Stoerkoerper Magnetik Sued 1
,625,443748.753,5935195.998,0.4,Stoerkoerper Magnetik Sued 1
,626,443727.431,5935088.683,1.1,Stoerkoerper Magnetik Sued 1
,627,443712.884,5935189.327,0.2,Stoerkoerper Magnetik Sued 1
,628,443743.751,5935120.179,0.2,Stoerkoerper Magnetik Sued 1
,629,443713.507,5935182.871,0.7,Stoerkoerper Magnetik Sued 1
,630,443734.007,5935107.849,0.3,Stoerkoerper Magnetik Sued 1
,631,443737.476,5935210.178,0.3,Stoerkoerper Magnetik Sued 1
,632,443713.326,5935188.672,0.9,Stoerkoerper Magnetik Sued 1
,633,443716.715,5935074.465,0.9,Stoerkoerper Magnetik Sued 1
,634,443808.177,5935228.78,0.4,Stoerkoerper Magnetik Sued 1
,635,443738.952,5935136.882,0.6,Stoerkoerper Magnetik Sued 1
,636,443759.726,5935219.11,0.3,Stoerkoerper Magnetik Sued 1
,637,443717.82,5935045.56,0.1,Stoerkoerper Magnetik Sued 1
,638,443746.164,5935075.114,0.3,Stoerkoerper Magnetik Sued 1
,639,443741.747,5935077.765,0.4,Stoerkoerper Magnetik Sued 1
,640,443738.277,5935080.256,0.7,Stoerkoerper Magnetik Sued 1
,641,443736.955,5935057.328,0.8,Stoerkoerper Magnetik Sued 1
,642,443735.179,5935052.125,0.3,Stoerkoerper Magnetik Sued 1
,643,443733.492,5935060.369,0.7,Stoerkoerper Magnetik Sued 1
,644,443729.654,5935061.314,0.3,Stoerkoerper Magnetik Sued 1
,645,443732.488,5935059.981,0.4,Stoerkoerper Magnetik Sued 1
,646,443738.945,5935060.804,0.2,Stoerkoerper Magnetik Sued 1
,647,443735.634,5935063.992,0.4,Stoerkoerper Magnetik Sued 1
,648,443735.463,5935066.394,0.4,Stoerkoerper Magnetik Sued 1
,649,443746.548,5935078.008,0.6,Stoerkoerper Magnetik Sued 1
,650,443737.948,5935077.811,0.5,Stoerkoerper Magnetik Sued 1
,651,443734.385,5935089.15,0.9,Stoerkoerper Magnetik Sued 1
,652,443737.874,5935096.706,0.7,Stoerkoerper Magnetik Sued 1
,653,443736.021,5935104.876,0.3,Stoerkoerper Magnetik Sued 1
,654,443740.273,5935126.119,0.4,Stoerkoerper Magnetik Sued 1
,655,443740.869,5935134.16,0.7,Stoerkoerper Magnetik Sued 1
,656,443744.17,5935134.32,0.3,Stoerkoerper Magnetik Sued 1
,657,443746.334,5935143.942,0.3,Stoerkoerper Magnetik Sued 1
,658,443742.743,5935144.634,0.4,Stoerkoerper Magnetik Sued 1
,659,443742.725,5935147.334,0.4,Stoerkoerper Magnetik Sued 1
,660,443745.381,5935156.299,0.4,Stoerkoerper Magnetik Sued 1
,661,443743.106,5935162.525,0.3,Stoerkoerper Magnetik Sued 1
,662,443738.976,5935164.073,0.3,Stoerkoerper Magnetik Sued 1
,663,443739.444,5935169.766,0.4,Stoerkoerper Magnetik Sued 1
,664,443736.939,5935169.296,0.2,Stoerkoerper Magnetik Sued 1
,665,443740.827,5935168.4,0,Stoerkoerper Magnetik Sued 1
,666,443743.977,5935173.052,0.1,Stoerkoerper Magnetik Sued 1
,667,443740.652,5935183.098,0.3,Stoerkoerper Magnetik Sued 1
,668,443737.622,5935184.734,0.6,Stoerkoerper Magnetik Sued 1
,669,443760.252,5935179.415,0.4,Stoerkoerper Magnetik Sued 1
,670,443776.595,5935204.363,0.6,Stoerkoerper Magnetik Sued 1
,671,443775.473,5935206.676,1.3,Stoerkoerper Magnetik Sued 1
,672,443780.646,5935212.963,0.2,Stoerkoerper Magnetik Sued 1
,673,443782.645,5935212.889,0.2,Stoerkoerper Magnetik Sued 1
,674,443794.42,5935215.248,0.5,Stoerkoerper Magnetik Sued 1
,675,443790.805,5935218.14,0.2,Stoerkoerper Magnetik Sued 1
